estimate;effect;pert;sdom;vp;milieu;StdErr;DF;tValue;Probt
0.8225981988870700;ldhp;;;;;0.2014705307772000;6495.524215094220000;4.0829703267955300;0.0000449975034583
1.7405567461772400;ldhp2;;;;;0.0349277618592876;10704.14569428450000;49.8330455065906000;0.0000000000000000
0.0354007468928708;ldhp*st;;;;;0.0008383591463035;10716.46349072100000;42.2262309046928000;0.0000000000000000
-0.8212569404648700;ldhp*rdhp;;;;;0.0331115930844798;11314.43708384220000;-24.8027009262147000;0.0000000000000000
-0.0773651585208600;ldhp*sdom;;1;;;0.1166668931307700;5390.207572129380000;-0.6631286429659900;0.5072765240636400
-0.0026374084232770;ldhp*sdom;;2EST;;;0.1030165141792600;5670.892805977300000;-0.0256018022381087;0.9795758493692000
0.1746790764114100;ldhp*sdom;;2OUEST;;;0.1033579000818900;5667.841602553640000;1.6900408800198400;0.0910751254971900
0.0046554518588322;ldhp*sdom;;3EST;;;0.0746156985470100;5655.277156726870000;0.0623923912727106;0.9502525589497200
0.2352558052114200;ldhp*sdom;;3OUEST;;;0.0748284193701300;5577.959485548320000;3.1439365844110300;0.0016756647710211
-0.1086641979535200;ldhp*sdom;;4EST;;;0.0606506936617839;5786.949736235640000;-1.7916398212935300;0.0732429111483700
0.1599507626346100;ldhp*sdom;;4OUEST;;;0.0581436798652886;5600.779681910510000;2.7509569914597200;0.0059612424052185
-0.1612045545908500;ldhp*sdom;;5EST;;;0.0677922343592600;5501.483842245700000;-2.3779206588257900;0.0174445337800352
0.0587211418616597;ldhp*sdom;;5OUEST;;;0.0469292111148752;5907.413164144330000;1.2512705938721100;0.2108853191068900
-0.2678090988179500;ldhp*sdom;;6EST;;;0.1260066318495500;4657.367385331850000;-2.1253571727693500;0.0336093110145526
0.0000000000000000;ldhp*sdom;;6OUEST;;;;;;
0.3777730343203500;ldhp*vp;;;FE2;;0.0823142750918700;5783.979364596180000;4.5893987877403100;0.0000045391958539
0.4866836943408900;ldhp*vp;;;FE3;;0.0529987324617198;5339.088036918230000;9.1829308312689000;0.0000000000000000
0.2360182776396400;ldhp*vp;;;FE6;;0.1046141556456100;5217.475916493570000;2.2560835690264400;0.0241066296334843
0.1442546666133900;ldhp*vp;;;ME1;;0.0529581377881126;6472.776310167220000;2.7239376730080800;0.0064681803654800
0.0922219611021200;ldhp*vp;;;MF1;;0.1072805027137800;6330.912709733550000;0.8596339387797800;0.3900234096556600
0.2975206258627600;ldhp*vp;;;MJ1;;0.0592754659321670;5240.794514550510000;5.0192878484200400;0.0000005357888455
0.2601844882348600;ldhp*vp;;;MJ2;;0.0414558737640089;5568.077502884220000;6.2761790938477400;0.0000000003732075
0.3884580771543000;ldhp*vp;;;MS1;;0.0465049936592118;5845.876194188710000;8.3530401057770700;0.0000000000000001
0.2050926080991200;ldhp*vp;;;MS2;;0.0300438995256654;5760.650081669630000;6.8264310338251300;0.0000000000095990
0.1141276455531800;ldhp*vp;;;MS6;;0.0477395723062766;5863.844285782150000;2.3906298284573800;0.0168508616453212
-0.1999701223380800;ldhp*vp;;;RE2;;0.0528809119745941;5806.164626714850000;-3.7815180349794400;0.0001574403977522
-0.1985264448464000;ldhp*vp;;;RE3;;0.1612331314174900;5758.271098711650000;-1.2313005590168800;0.2182607583911600
-0.0279150447772178;ldhp*vp;;;RP1;;0.0848192920183100;5078.274910863430000;-0.3291119757423900;0.7420846245287600
0.0345613612707181;ldhp*vp;;;RS1;;0.0659294046297000;5203.988026464700000;0.5242177062698300;0.6001494530850700
0.0000000000000000;ldhp*vp;;;RS2;;;;;
-0.0010189722761786;ldhp*ptot;;;;;0.0001320112042039;5567.168841440390000;-7.7188317637413400;0.0000000000000138
-0.2738243363609400;ldhp*milieu;;;;0;0.1473881685916700;6023.694519461630000;-1.8578447576721400;0.0632398218049900
0.0464078891518204;ldhp*milieu;;;;1;0.1429145773058000;6089.842433335990000;0.3247246713854500;0.7454006143533000
-0.0097822060415466;ldhp*milieu;;;;2;0.1407763890903700;6086.194017032170000;-0.0694875476260900;0.9446038270900000
0.0119363767564051;ldhp*milieu;;;;3;0.1425784204461700;6078.503396026220000;0.0837179758272800;0.9332834214709600
-0.0363034324236519;ldhp*milieu;;;;4;0.1566290891044300;6236.290219976270000;-0.2317796306626300;0.8167167833245500
-0.0135428827617679;ldhp*milieu;;;;5;0.1414118921419100;6050.239471514130000;-0.0957690513622200;0.9237071695191700
-0.0616004949467273;ldhp*milieu;;;;6;0.1428346241837300;6073.577469428630000;-0.4312714462530300;0.6662863159368100
0.0000000000000000;ldhp*milieu;;;;8;;;;
0.0778997989209600;ldhp*tmoy;;;;;0.0158459831556314;5490.531923468530000;4.9160596824992500;0.0000009087258999
