veg_pot;vp;absent
FC1;MF1;1
FE1;FE3;
FE2;FE3;
FE3;FE3;
FE4;FE3;
FE5;FE3;
FE6;FE3;
FO1;MF1;
ME1;MF1;1
MF1;MF1;
MJ1;MJ1;
MJ2;MJ2;
MS1;MS1;
MS2;MS1;
MS4;MS1;1
MS6;MS1;
MS7;MS1;1
RB1;MS1;1
RB2;MS1;1
RB5;MS1;1
RC3;RC3;
RE1;RC3;1
RE2;RC3;
RE3;RC3;
RE4;RC3;1
RE7;MS1;1
RP1;MJ2;1
RS1;RS1;
RS2;MS1;
RS3;RC3;
RS4;MS1;1
RS5;RC3;1
RS7;MS1;1
RT1;MJ2;
