veg_pot;vp;absent
FC1;FE6;
FE1;FE1;
FE2;FE2;
FE3;FE3;
FE4;FE3;
FE5;FE5;
FE6;FE6;
FO1;FO1;
ME1;FO1;1
MF1;FO1;
MJ1;FO1;
MJ2;FO1;
MS1;FO1;
MS2;FO1;
MS4;FO1;1
MS6;FO1;1
MS7;FO1;1
RB1;FO1;
RB2;FO1;1
RB5;FO1;1
RC3;FO1;
RE1;FO1;1
RE2;FO1;1
RE3;FO1;1
RE4;FO1;1
RE7;FO1;1
RP1;FO1;
RS1;FO1;
RS2;FO1;
RS3;FO1;1
RS4;FO1;1
RS5;FO1;
RS7;FO1;1
RT1;FO1;
