veg_pot;vp;absent
FC1;MJ2;
FE1;MJ2;
FE2;MJ2;
FE3;MJ2;
FE4;MJ2;1
FE5;MJ2;1
FE6;MJ2;
FO1;MJ2;1
ME1;MJ2;1
MF1;MJ2;1
MJ1;MJ2;
MJ2;MJ2;
MS1;RP1;
MS2;MJ2;
MS6;RP1;1
RB1;RP1;
RC3;RP1;1
RE1;RP1;1
RE2;RP1;
RE3;RP1;1
RP1;RP1;
RS1;RP1;
RS2;RP1;
RS3;RP1;
RS5;RP1;
RT1;RP1;
