estimate;effect;pert;sdom;vp;milieu;StdErr;DF;tValue;Probt
-0.8503980764211600;ldhp;;;;;0.2436972006114700;1955.068110078150000;-3.4895685066852200;0.0004945190227680
2.5004549680200500;ldhp2;;;;;0.0716027994845800;2466.567692063100000;34.9211900375235000;0.0000000000000000
0.0172819337322870;ldhp*st;;;;;0.0013054576806091;2816.544288568460000;13.2382182808283000;0.0000000000000000
-0.6785564430863700;ldhp*rdhp;;;;;0.0696105916074600;2472.836043634870000;-9.7478907651408600;0.0000000000000000
-0.0017848939520948;ldhp*ptot;;;;;0.0001636542630452;1513.350824003340000;-10.9064922531319000;0.0000000000000000
-0.0234092455721322;ldhp*vp;;;FE3;;0.1050818067268000;1486.528001242920000;-0.2227716319437800;0.8237438523063000
-0.0206579633307742;ldhp*vp;;;MJ1;;0.1022914338709700;1443.774215221310000;-0.2019520359528000;0.8399826720916400
0.0768996951392200;ldhp*vp;;;MJ2;;0.0946845623827200;1531.155343343730000;0.8121671918214700;0.4168219488635500
0.1119111306599100;ldhp*vp;;;MS1;;0.0999696851192200;1555.505091539910000;1.1194506667340500;0.2631207528159700
0.1572291514956500;ldhp*vp;;;MS2;;0.0988481057518100;1570.756568091670000;1.5906137027088600;0.1118977649054100
0.3122357078527400;ldhp*vp;;;RE2;;0.1134614667733600;1650.391796087960000;2.7519096723509500;0.0059897049083038
-0.0407169808346918;ldhp*vp;;;RS1;;0.1114496862938500;1452.714086023090000;-0.3653395732971000;0.7149111259272800
0.2558896355786200;ldhp*vp;;;RS2;;0.1073282037233500;1524.807889266820000;2.3841788709907900;0.0172389682142300
0.1999492786612100;ldhp*vp;;;RS3;;0.1060611332721300;1599.696699140870000;1.8852266847665000;0.0595803365179294
0.3122262278954000;ldhp*vp;;;RS5;;0.0925828572861500;1539.551820828650000;3.3723978395956700;0.0007636403198630
0.0000000000000000;ldhp*vp;;;RT1;;;;;
-0.0006304521332753;ldhp*alt;;;;;0.0001315214020072;1643.818682256910000;-4.7935326392024200;0.0000017865540853
