row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4;Col5;Col6;Col7;Col8;Col9;Col10;Col11;Col12;Col13;Col14;Col15;Col16;Col17
1.0000000000000000;ldhp;;;;;0.0593883255858704;-0.0107190808945236;0.0000292040583498;0.0077562025643016;-0.0000276657366809;-0.0047208382610430;-0.0052849377865908;-0.0062792124888684;-0.0063687582870188;-0.0069727947731017;-0.0090786293370041;-0.0068822419228617;-0.0089127939961707;-0.0075753928239495;-0.0079463852096418;0.0000000000000000;0.0000005778336913
2.0000000000000000;ldhp2;;;;;-0.0107190808945236;0.0051269608940304;-0.0000338530317409;-0.0042015087880091;0.0000005086004329;-0.0003867451232842;-0.0000556508917377;0.0001979689670965;0.0003802521873396;0.0005568123353731;0.0010295011708077;0.0002806371364224;0.0006592571400753;0.0006795514936680;0.0008952722017992;0.0000000000000000;-0.0000001882622316
3.0000000000000000;ldhp*st;;;;;0.0000292040583498;-0.0000338530317409;0.0000017042197559;0.0000232926128353;-0.0000000013441952;0.0000086193857443;0.0000065017210141;0.0000054626148877;0.0000044858896151;0.0000029128620038;-0.0000028148615927;-0.0000017072533732;0.0000072614527353;-0.0000019878194228;0.0000012066518954;0.0000000000000000;0.0000000071628594
4.0000000000000000;ldhp*rdhp;;;;;0.0077562025643016;-0.0042015087880091;0.0000232926128353;0.0048456344639409;-0.0000005234539767;0.0003493869144757;-0.0000725743394941;-0.0002751197072105;-0.0004777634403990;-0.0006233732914059;-0.0009335793795976;-0.0004462665806395;-0.0007914434847951;-0.0006182102845695;-0.0008839138124265;0.0000000000000000;0.0000000245596689
5.0000000000000000;ldhp*ptot;;;;;-0.0000276657366809;0.0000005086004329;-0.0000000013441952;-0.0000005234539767;0.0000000267827178;-0.0000014726927630;-0.0000014180829247;-0.0000009179138579;-0.0000012990631564;-0.0000007201682374;0.0000003796587206;-0.0000004507203451;0.0000008142156757;-0.0000007171695874;-0.0000007209064260;0.0000000000000000;-0.0000000044975040
6.0000000000000000;ldhp*vp;;;FE3;;-0.0047208382610430;-0.0003867451232842;0.0000086193857443;0.0003493869144757;-0.0000014726927630;0.0110421861049700;0.0075647801509809;0.0075377116550958;0.0074782944680077;0.0075731474502736;0.0074382758534921;0.0073577415630807;0.0074413999117708;0.0073794465314464;0.0074311190424475;0.0000000000000000;-0.0000016219979850
7.0000000000000000;ldhp*vp;;;MJ1;;-0.0052849377865908;-0.0000556508917377;0.0000065017210141;-0.0000725743394941;-0.0000014180829247;0.0075647801509809;0.0104635374433792;0.0075683357243210;0.0075240521000675;0.0076353487918062;0.0075226902444064;0.0074030816147619;0.0075165419237799;0.0074336547907735;0.0075092173792552;0.0000000000000000;-0.0000016858995651
8.0000000000000000;ldhp*vp;;;MJ2;;-0.0062792124888684;0.0001979689670965;0.0000054626148877;-0.0002751197072105;-0.0000009179138579;0.0075377116550958;0.0075683357243210;0.0089651663536080;0.0075327629718087;0.0076720573046034;0.0075985868584176;0.0074154319065764;0.0075828837021828;0.0074636712419851;0.0075542069844342;0.0000000000000000;-0.0000019013647167
9.0000000000000000;ldhp*vp;;;MS1;;-0.0063687582870188;0.0003802521873396;0.0000044858896151;-0.0004777634403990;-0.0000012990631564;0.0074782944680077;0.0075240521000675;0.0075327629718087;0.0099939379428377;0.0076149471200545;0.0075495454479107;0.0074036882448246;0.0075284091747963;0.0074586791004699;0.0075458555193771;0.0000000000000000;-0.0000012579008694
10.0000000000000000;ldhp*vp;;;MS2;;-0.0069727947731017;0.0005568123353731;0.0000029128620038;-0.0006233732914059;-0.0000007201682374;0.0075731474502736;0.0076353487918062;0.0076720573046034;0.0076149471200545;0.0097709480107222;0.0077694510194591;0.0074821558670988;0.0077259944439790;0.0075567138684501;0.0076813376291171;0.0000000000000000;-0.0000025787664086
11.0000000000000000;ldhp*vp;;;RE2;;-0.0090786293370041;0.0010295011708077;-0.0000028148615927;-0.0009335793795976;0.0000003796587206;0.0074382758534921;0.0075226902444064;0.0075985868584176;0.0075495454479107;0.0077694510194591;0.0128735044423633;0.0074582748007289;0.0077446829622038;0.0075585974136928;0.0076820416278628;0.0000000000000000;-0.0000024959402273
12.0000000000000000;ldhp*vp;;;RS1;;-0.0068822419228617;0.0002806371364224;-0.0000017072533732;-0.0004462665806395;-0.0000004507203451;0.0073577415630807;0.0074030816147619;0.0074154319065764;0.0074036882448246;0.0074821558670988;0.0074582748007289;0.0124210325749980;0.0074368600016191;0.0073776740209424;0.0074302991905537;0.0000000000000000;-0.0000009778242216
13.0000000000000000;ldhp*vp;;;RS2;;-0.0089127939961707;0.0006592571400753;0.0000072614527353;-0.0007914434847951;0.0000008142156757;0.0074413999117708;0.0075165419237799;0.0075828837021828;0.0075284091747963;0.0077259944439790;0.0077446829622038;0.0074368600016191;0.0115193433144827;0.0074968719578035;0.0076293000688924;0.0000000000000000;-0.0000022840706056
14.0000000000000000;ldhp*vp;;;RS3;;-0.0075753928239495;0.0006795514936680;-0.0000019878194228;-0.0006182102845695;-0.0000007171695874;0.0073794465314464;0.0074336547907735;0.0074636712419851;0.0074586791004699;0.0075567138684501;0.0075585974136928;0.0073776740209424;0.0074968719578035;0.0112489639909705;0.0075233354677320;0.0000000000000000;-0.0000011218884476
15.0000000000000000;ldhp*vp;;;RS5;;-0.0079463852096418;0.0008952722017992;0.0000012066518954;-0.0008839138124265;-0.0000007209064260;0.0074311190424475;0.0075092173792552;0.0075542069844342;0.0075458555193771;0.0076813376291171;0.0076820416278628;0.0074302991905537;0.0076293000688924;0.0075233354677320;0.0085715854632677;0.0000000000000000;-0.0000015317909481
16.0000000000000000;ldhp*vp;;;RT1;;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000
17.0000000000000000;ldhp*alt;;;;;0.0000005778336913;-0.0000001882622316;0.0000000071628594;0.0000000245596689;-0.0000000044975040;-0.0000016219979850;-0.0000016858995651;-0.0000019013647167;-0.0000012579008694;-0.0000025787664086;-0.0000024959402273;-0.0000009778242216;-0.0000022840706056;-0.0000011218884476;-0.0000015317909481;0.0000000000000000;0.0000000172978792
