row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4;Col5;Col6;Col7;Col8;Col9;Col10;Col11;Col12
1.0000000000000000;ldhp;;;;;0.0969747289322400;-0.0401475641469672;0.0004386549380440;0.0289199137103315;-0.0026757904664703;0.0000000000000000;-0.0000351175035575;-0.0058823984627662;-0.0034195135524264;-0.0053774498691855;-0.0061038596005640;0.0000000000000000
2.0000000000000000;ldhp2;;;;;-0.0401475641469672;0.0231546190776745;-0.0003669414482700;-0.0183682008179035;0.0001756549793522;0.0000000000000000;-0.0000078861760236;-0.0009228407442183;-0.0002915704818629;-0.0002517968278656;0.0000937850805462;0.0000000000000000
3.0000000000000000;ldhp*st;;;;;0.0004386549380440;-0.0003669414482700;0.0000147804300081;0.0002836108378579;0.0000182614453498;0.0000000000000000;0.0000001108642121;0.0000380957465736;0.0000128725097035;0.0000142229453956;0.0000319661114261;0.0000000000000000
4.0000000000000000;ldhp*rdhp;;;;;0.0289199137103315;-0.0183682008179035;0.0002836108378579;0.0179191844150974;0.0000100907079981;0.0000000000000000;0.0000054918964127;0.0001973412543539;-0.0008469300943143;-0.0005569055342429;-0.0005183300240059;0.0000000000000000
5.0000000000000000;ldhp*milieu;;;;0;-0.0026757904664703;0.0001756549793522;0.0000182614453498;0.0000100907079981;0.0055293528408543;0.0000000000000000;-0.0000002516921329;-0.0013637982272657;0.0011580604796705;0.0006211952549918;-0.0026397451706276;0.0000000000000000
6.0000000000000000;ldhp*milieu;;;;2;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000
7.0000000000000000;ldhp*alt;;;;;-0.0000351175035575;-0.0000078861760236;0.0000001108642121;0.0000054918964127;-0.0000002516921329;0.0000000000000000;0.0000001805829436;0.0000085972647994;-0.0000041163836981;0.0000019515496125;0.0000031355425403;0.0000000000000000
8.0000000000000000;ldhp*vp;;;FC1;;-0.0058823984627662;-0.0009228407442183;0.0000380957465736;0.0001973412543539;-0.0013637982272657;0.0000000000000000;0.0000085972647994;0.0122438480137084;0.0052861158886384;0.0056639197157801;0.0065664458291779;0.0000000000000000
9.0000000000000000;ldhp*vp;;;FE3;;-0.0034195135524264;-0.0002915704818629;0.0000128725097035;-0.0008469300943143;0.0011580604796705;0.0000000000000000;-0.0000041163836981;0.0052861158886384;0.0176857820061321;0.0059423815669143;0.0050913837456542;0.0000000000000000
10.0000000000000000;ldhp*vp;;;FE6;;-0.0053774498691855;-0.0002517968278656;0.0000142229453956;-0.0005569055342429;0.0006211952549918;0.0000000000000000;0.0000019515496125;0.0056639197157801;0.0059423815669143;0.0077685341426071;0.0054399258413577;0.0000000000000000
11.0000000000000000;ldhp*vp;;;FO1;;-0.0061038596005640;0.0000937850805462;0.0000319661114261;-0.0005183300240059;-0.0026397451706276;0.0000000000000000;0.0000031355425403;0.0065664458291779;0.0050913837456542;0.0054399258413577;0.0350330815512229;0.0000000000000000
12.0000000000000000;ldhp*vp;;;RP1;;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000
