veg_pot;vp;absent
FC1;FC1;
FE1;FC1;
FE2;FC1;
FE3;FE3;
FE4;FC1;1
FE5;FE6;
FE6;FE6;
FO1;FO1;
ME1;FO1;1
MF1;FO1;1
MJ1;RP1;
MJ2;RP1;
MS1;RP1;
MS2;RP1;
MS4;RP1;1
MS6;RP1;1
MS7;RP1;1
RB1;RP1;1
RB2;RP1;1
RB5;RP1;1
RC3;RP1;1
RE1;RP1;1
RE2;RP1;1
RE3;RP1;1
RE4;RP1;1
RE7;RP1;1
RP1;RP1;
RS1;RP1;
RS2;RP1;1
RS3;RP1;1
RS4;RP1;1
RS5;RP1;1
RS7;RP1;1
RT1;RP1;
