veg_pot;vp;absent
FC1;FO1;
FE1;FO1;1
FE2;FO1;
FE3;FO1;
FE4;FO1;1
FE5;FO1;
FE6;FO1;
FO1;FO1;
ME1;MJ2;
MF1;MJ2;
MJ1;MJ2;
MJ2;MJ2;
MS1;MS1;
MS2;MS2;
MS4;MS1;1
MS6;MS1;
MS7;MS1;1
RB1;MS1;
RB2;MS1;1
RB5;MS1;
RC3;RS1;
RE1;RS1;1
RE2;RS1;
RE3;RS1;1
RE4;RS1;1
RE7;MS1;1
RP1;RS1;
RS1;RS1;
RS2;RS1;
RS3;RS1;
RS4;RS1;1
RS5;RS1;
RS7;MS1;1
RT1;MS1;1
